geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC
BT_4425	fig|226186.12.peg.4505	AAO79530	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	80	71	49.432	122	82	117	0	18	9	144	96	117	25	0	12	20	5	20
BT_4426	fig|226186.12.peg.4506	AAO79531	hypothetical protein	137	162	137	494	428	629	52	29	61	327.78	343.015	348.014	80	3	3	11	22	43
BT_4427	fig|226186.12.peg.4507	AAO79532	"putative surface layer protein, with cytochrome c domain"	1801	1943.336	1858.907	5447	4357.895	5010	2297	2827	2243	11352.22	9635.916	7896.172	2560	1153	1220	2231	3213	2322
BT_4428	fig|226186.12.peg.4508	AAO79533	hypothetical protein	83	96	90.093	224	188.105	251	10	4	56	248	278	261	30	0	25	7	8	0
BT_4429	fig|226186.12.peg.4509	AAO79534	"uncharacterized domain / RidA/YER057c/UK114 superfamily, group 5"	326	287	301	619	540	675.653	32	54	63	1125	1179	898.195	169	48	39	31.003	69	60
BT_4430	fig|226186.12.peg.4510	AAO79535	Putative cytochrome C-type biogenesis protein	482	584	390	919	895	809.347	98	155	84	994.378	1094	1120.805	340	26	91	55.997	101	142
BT_4431	fig|226186.12.peg.4511	AAO79536	hypothetical protein	1084.05	1335.131	967.178	180	203	136	16	7	0	102	145	154	21	9	0	21	14	7
BT_4432	fig|226186.12.peg.4512	AAO79537	hypothetical protein	915.95	1165.869	1269.905	88	71	48	0	0	0	62	50	104	19	0	0	0	10	4
BT_4433		AAO79538		5	0	2	0	9	0	0	0	0	0	0	1	5	0	0	4	0	0
BT_4434	fig|226186.12.peg.4514	AAO79539	hypothetical protein	244	258	297	155	86	178	47	54	39	400	336	407	56	9	14	90	37	31
BT_4435	fig|226186.12.peg.4515	AAO79540	hypothetical protein	4	5	2	11	5	5	0	13	0	2	4	0	0	0	0	0	0	0
BT_4436	fig|226186.12.peg.4516	AAO79541	hypothetical protein	4580.433	5298.498	4720.281	351	356	225	223	244	280	777	865	827	1214	227	340	2144	750	718
BT_4437	fig|226186.12.peg.4517	AAO79542	Transposase	174	157	191	94	96	103	0	35	35	117	91	89	91	14	0	32	47	72
BT_4438	fig|226186.12.peg.4518	AAO79543	hypothetical protein	12	16	13	1	1	1	0	16	22	3	5	7	11	0	0	19	31	6
BT_4439	fig|226186.12.peg.4519	AAO79544	hypothetical protein	2	4.997	1	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0
BT_4440	fig|226186.12.peg.4520	AAO79545	hypothetical protein	293	440.03	301	298	297	288	33	69	46	815	795	722	346	82	117	145	26	62
BT_4441	fig|226186.12.peg.4521	AAO79546	Cell surface protein	8	35	23	12	7	3	0	0	0	9	18	12	19	0	0	6	0	0
BT_4442	fig|226186.12.peg.4522	AAO79547	hypothetical protein	4	6	4.225	6	4	3	0	5	10.707	1.053	11	0	19	12	0	2	0	0
BT_4443	fig|226186.12.peg.4523	AAO79548	hypothetical protein	13.003	18	22.775	26	28	23	13	18	24.293	17.947	17.093	10	64.898	18	0	9	16	0
BT_4444	fig|226186.12.peg.4524	AAO79549	hypothetical protein	10.997	32.884	13	8	19	15	1	0	0	71	46.907	47	65	0	0	62	29	10
BT_4445	fig|226186.12.peg.4525	AAO79550	hypothetical protein	5893	7690.598	6412	14253	11347	11595	900	1313	942	17138.12	12685.64	11642.263	2224	736	610	1994	706	460
BT_4446	fig|226186.12.peg.4526	AAO79551	sugar phosphate isomerase/epimerase	22	25	22.288	38	27.289	24	7	3	0	46.427	26.04	25.534	1	0	7	20	42	19
BT_4447	fig|226186.12.peg.4527	AAO79552	Putative secreted glycosyl hydrolase	38.043	30.053	37.74	68	51.873	58.802	0	0	0	140.573	133.96	112.466	10	0	0	27	0	0
BT_4448	fig|226186.12.peg.4528	AAO79553	Putative dehydrogenase	44.708	48.921	51.015	59.082	42.378	37.504	54.088	0	18.803	78.647	74.36	62.361	16.313	8.001	18.536	0	4.109	19
BT_4449	fig|226186.12.peg.4529	AAO79554	Putative dehydrogenase	151	138	88	142	101	142	12	21	5	166	151	180	54	27	25	28	72.863	20
BT_4450	fig|226186.12.peg.4530	AAO79555	Integral membrane protein	62	69	72	107	51	99	43	67	10	50	63	67	28	0	20	13	17.137	7
BT_4451	fig|226186.12.peg.4531	AAO79556	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	2649	3223	2829	3578	3259	3433	264	312	218	3003.005	3726	3278	1361	642	293	170	340	273
BT_4452	fig|226186.12.peg.4532	AAO79557	Inner membrane protein YbaN	280	341	316	76	34	126	6	0	0	58	59	56	1	0	0	0	0	0
BT_4453	fig|226186.12.peg.4533	AAO79558	"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)"	1382	1603	1439.684	938	750	747	21	28	64	391	346.248	430	69	44	0	18	11	14
BT_4454	fig|226186.12.peg.4534	AAO79559	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	1605.342	1752.463	1393.111	1375.101	1285.436	1045	112	113	135	948.253	1007.086	969.53	75.497	33	33	37	57	69
BT_4455	fig|226186.12.peg.4535	AAO79560	"Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE"	18545.365	27374.2	18212.499	19251.657	16011.935	20404	531	710	595	21565.205	20950.626	22741.15	941.181	341	431	375	1198.018	612.804
BT_4456	fig|226186.12.peg.4537	AAO79561	"Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF"	10269.387	12015.396	9689.086	18525.243	13943.629	20235	730	709	811	27103.181	24553.133	27521.206	1118.321	403	302	429	1243.982	868.196
BT_4457	fig|226186.12.peg.4538	AAO79562	"Predicted L-lactate dehydrogenase, hypothetical protein subunit SO1518"	4116.49	4442.343	3784.428	8100	6356.003	9261	651	859	694	11727.011	13078.168	10211.645	966	314.624	410	1062	1524	722
BT_4458	fig|226186.12.peg.4539	AAO79563	Pyridoxal kinase (EC 2.7.1.35)	3079.578	3390.551	2757.549	21447.768	16913.147	21212	445	369	398	18385.309	18621.352	17319.374	1214	216.376	201	538	665	515
BT_4459	fig|226186.12.peg.4540	AAO79564	"conserved hypothetical protein, putative transport protein"	6689.515	7149.712	6331.817	20169.46	20012.85	28602	18532	10769	14132	12341.355	9511.648	9323.903	5053	5257	3717	5222	925	407
BT_4460	fig|226186.12.peg.4541	AAO79565	"Putative outer membrane protein, probably involved in nutrient binding"	815.826	892.317	855.001	481	424	417	115	74	101	540.856	564	622	111	77.999	35	50.762	137	55
BT_4461	fig|226186.12.peg.4542	AAO79566	RNA polymerase ECF-type sigma factor	375.174	338.262	299.999	57	23	49	25	41	7	68.144	61	71	93	32.001	55	12.238	130	18
BT_4462	fig|226186.12.peg.4543	AAO79567	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	398	425.766	347.799	60	55	60	10	7	11	29	62.01	56.324	5	0	0	0	0	0
BT_4463	fig|226186.12.peg.4544	AAO79568	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	818.277	801.72	702.384	136	146	127	0	0	0	97.043	100.99	137.704	0	0	2	15	0	0
BT_4464	fig|226186.12.peg.4545	AAO79569	Phosphatidylinositol phosphate synthase-related protein	3086.723	2692.183	3481.889	2416	1700	2839	51	75	31	1719.957	1585	1780.972	239	67	49	36	82	67
BT_4465	fig|226186.12.peg.4547	AAO79570	"Putative von Willebrand factor, vWF type A domain protein STM2315"	162	130	164	138	177	222	725	512	515	144	225	156	888	272	371	144	384	334
BT_4466		AAO79571		6114.803	4878.823	5729.894	10539.617	7997	8403	288	264	185	5082.679	2365	2310.753	70.242	189	47	333.351	265	36
BT_4467	fig|226186.12.peg.4548	AAO79572	hypothetical protein	6961.852	9969.177	7068.438	7674.384	4769	4738	2007	2877	2826	8070.321	5776	4561.247	1679.758	510	360	8316.649	2423	933
BT_4468	fig|226186.12.peg.4549	AAO79573	FIG138056: a glutathione-dependent thiol reductase	1078.423	1325.331	1134	607	442.889	591	37	70	137	345.509	412.301	377.605	46	21	0	22	25	34
BT_4469	fig|226186.12.peg.4550	AAO79574	G:T/U mismatch-specific uracil/thymine DNA-glycosylase (EC 3.2.2.27)	1888.577	2482.784	1896	2187	1425.111	1949	713	947	493	1489.491	1337.699	1191.395	2361	826	1002	780	4510	2013
BT_4470	fig|226186.12.peg.4551	AAO79575	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	10529.91	11182.442	9003.327	3625	2798	3619	318	332	236	3505.879	3934	3779	801	284	207	202	343	250
BT_4471	fig|226186.12.peg.4553	AAO79576	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	1633.116	1591.081	1524.331	524	368	471	31	25	35	434.623	417.603	402	21	4	16	35	51	24
BT_4472	fig|226186.12.peg.4554	AAO79577	hypothetical protein	1868.999	2067.588	1618.587	90	97	156	9	13	11	264.515	228.397	253	22	36	0	16	42	55
BT_4473	fig|226186.12.peg.4555	AAO79578	Xanthine permease	2979.001	3141.384	2775.427	169	133	182	18	18	22	180	163	215.001	25	0	28	0	12	8
BT_4474	fig|226186.12.peg.4556	AAO79579	"Lysine 2,3-aminomutase (EC 5.4.3.2)"	8391.91	8356.298	9332	6663	6317	5162	1988	2258	1734	10958.047	15363	13848.293	26597	8529	6323	1694	2340	3115
BT_4475	fig|226186.12.peg.4557	AAO79580	hypothetical protein	12229.396	15040.774	12364.498	1834.947	1297.275	1490	442	386	624	1658.877	2378.942	1834.186	233	59	185	323	271	211
BT_4476	fig|226186.12.peg.4558	AAO79581	amino acid carrier protein	9256.737	10384.42	9234.779	8470.831	6964.341	9081.459	774	822	520	17204.483	18231.247	16751.998	2230.697	769	476	1365	1195.232	973
BT_4477	fig|226186.12.peg.4559	AAO79582	putative ATP-dependent DNA helicase	3088.324	3674.41	3578.046	622.733	585.384	640	48	16	14	531.64	485.99	602.181	130.303	57	27	28	40.768	40
BT_4478		AAO79583		30	35	19	35	32	53	0	13	0	18.036	28	25	9	7	0	13	0	0
BT_4479	fig|226186.12.peg.4561	AAO79584	Mobile element protein	666	723	646	4502	3630	4360	247	176	281	9093.002	9065	7888.465	736	285	168	165	356	214
BT_4480	fig|226186.12.peg.4562	AAO79585	putative cell surface protein	273	394	312	440	392	494	318	307	207	504	526	517	275	36	179	231	136	98
BT_4481	fig|226186.12.peg.4563	AAO79586	Outer membrane protein	10	21	24	13	16	14	4	3	13	24	13	11	30	13	0	73	23	0
BT_4482	fig|226186.12.peg.4564	AAO79587	Biotin synthase related domain containing protein	2702.001	2670.399	2763.379	2503	2451.658	2563	135	189	171	1291.676	1405	1724.459	205	86	56	116	96	187
BT_4483	fig|226186.12.peg.4565	AAO79588	Domain often clustered or fused with uracil-DNA glycosylase	402	400.601	389.142	250	244.342	401	72	62	55	290.324	302	312.541	73	60	0	32	39	47
BT_4484	fig|226186.12.peg.4566	AAO79589	Mg(2+)-transport-ATPase-associated protein MgtC	2357.967	3263.82	2817	14474	11460	11262	13121	19309	14834	15391.596	12155	13004.675	33544	9008	8911	22336	35896	23870
BT_4485	fig|226186.12.peg.4567	AAO79590	no significant homology. Putative N-terminal signal sequence and 3 putative transmembrane regions were found by PSORT.	596	804.621	698	223	322	185	41	16	38	165	157	176	121	0	20	50	8	21
BT_4486	fig|226186.12.peg.4568	AAO79591	"Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family"	656.287	924.35	624.164	1097	1241	1316.874	10	22	31	761.502	787.967	895.267	41	35	0	15	22	46
BT_4487	fig|226186.12.peg.4569	AAO79592	putative membrane-bound lytic murein transglycosylase	1684.189	2010.097	1422.433	3331.826	2846.616	3445.825	50	60	55	3001.378	3126.698	3805.542	67.556	14	100	37	41.21	41.402
BT_4488	fig|226186.12.peg.4570	AAO79593	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	5474.914	6022.986	6121.638	6910.174	4787.384	5601.793	574	692	635	7965.404	6285.662	5995.191	2345.444	957	691	523	1276.79	867.598
BT_4489	fig|226186.12.peg.4572	AAO79594	hypothetical protein	41	130.873	75	19	38	20	21	23	22	22	10	18	61	0	10	415	56	15
BT_4490		AAO79595		12	16.127	28	2	0	1	0	12	0	9	4	1	12	0	0	43	0	6
BT_4491	fig|226186.12.peg.4573	AAO79596	hypothetical protein	12	38	25	4	0	0	0	0	0	1	4	0	0	3	14	6	0	0
BT_4492	fig|226186.12.peg.4574	AAO79597	TPR-repeat-containing protein	3038	4304.884	3694.159	374	277	265	16	13	51	143	102	146	146	56	0	472	150	37
BT_4493	fig|226186.12.peg.4575	AAO79598	Cell division inhibitor SulA	13413.593	19616.376	12265.624	45477.6	34732.403	50185	2818	3695	2688	52904.269	49698.692	46999.307	2484	1618	1237	1720	2762	1019
BT_4494	fig|226186.12.peg.4576	AAO79599	hypothetical protein	575.572	663.658	542.403	3579	2561.411	4413	66	103	48	10218.724	10027.636	8714.96	187	206	59	167	266	58
BT_4495	fig|226186.12.peg.4577	AAO79600	Zinc finger domain-containing protein	961.635	898.106	766	493.78	520	386	59	53	99	177	155.997	161.024	28	9	26	47	0	0
BT_4496	fig|226186.12.peg.4578	AAO79601	3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100)	10626.365	11218.148	10409.924	5664.22	3386.709	5417	311	600	417	7153.38	5977	8192.976	1050	481	298	568	1399	849
BT_4497	fig|226186.12.peg.4579	AAO79602	Uncharacterized protein YgbA	632	797.788	807.997	97	125.291	82	22	33	0	54.909	99	79	35	39	12	8	36	32
BT_4498	fig|226186.12.peg.4580	AAO79603	hypothetical protein	691.33	714.705	617.563	210	164	293	0	11	10	184.29	218.177	181.08	60	36	27	1	39	39
BT_4499	fig|226186.12.peg.4581	AAO79604	Na+-driven multidrug efflux pump	23931.323	22755.443	23585.087	9118	8349	13821	295	246	275	17877.818	21956.249	18365.626	551	260	160	437	351	418
BT_4500	fig|226186.12.peg.4582	AAO79605	hypothetical protein	1446	1808	1325	8940	7900.866	7328	543	1006	383	13479.021	10661	11051.345	749	142	131	504	346	201
BT_4501	fig|226186.12.peg.4583	AAO79606	Domain of unknown function / Pseudouridine synthase	1921	2060.155	1947	1716	1570	1523	112	180	241	1121	1219	1332	169	35	39	31	268	100
BT_4502	fig|226186.12.peg.4584	AAO79607	hypothetical protein	1651	2195	2241.001	1102	837	747	422	372	240	1190	1178	1270.31	1431	575	379	1206	332	450
BT_4503	fig|226186.12.peg.4585	AAO79608	MaoC family protein	10696.714	12997.286	10076.578	2770	2385	2783	1062	1096	1010	2168	2007	2176.69	904	418	381	820	1041	720
BT_4504	fig|226186.12.peg.4586	AAO79609	UPF0056 inner membrane protein MarC	2520.155	4328	2222	6867	5961	6173	24	40	28	5223	5173	5030	93	21	25	68	83	12
BT_4505	fig|226186.12.peg.4587	AAO79610	hypothetical protein	1462.466	1641.219	1282.213	561	382	461	44	18	7	366.685	435	496.622	27	8	0	28	10	28
BT_4506	fig|226186.12.peg.4588	AAO79611	"Acetyltransferase, GNAT family"	6676.156	6764.715	5921.685	4162.134	3537.058	3623	112	137	111	2978.004	3016.619	3057.681	144	72	101	107	350	206
BT_4507	fig|226186.12.peg.4589	AAO79612	Class A beta-lactamase (EC 3.5.2.6)	4478.531	5432.39	5238.965	2166.866	1832.942	1548	42	42	79	1533.555	1452.381	1774.697	217	28	25	67	176	31
BT_4508	fig|226186.12.peg.4591	AAO79613	hypothetical protein	2800	2731	3132.385	3299	2957	2555	59	129	49	1916.009	2214	2123	559	160	161	155	240	147
BT_4509	fig|226186.12.peg.4592	AAO79614	hypothetical protein	3511	3535.112	3557	1981	1542	1860	504	510	450	3627	4143	3683	3549	615	560	775	1565	1459
BT_4510	fig|226186.12.peg.4594	AAO79615	Putative helicase	2537	3285	3118	810	666	765	152	229	50	917	991	1057	355	186	146	239	181	149
BT_4511	fig|226186.12.peg.4595	AAO79616	hypothetical protein	523	625	617.486	100	67	62	0	22	29	91	86	127	24	0	0	6	22	0
BT_4512	fig|226186.12.peg.4596	AAO79617	Threonine dehydrogenase and related Zn-dependent dehydrogenases	3158.693	2977.444	2904.999	3347.363	2924	3664	252	356	310	2192.484	2919	2581.496	980	446	310	106.458	231	203
BT_4513	fig|226186.12.peg.4597	AAO79618	putative rRNA methylase	1602.246	1731.811	1342.572	1135.637	855	1269	186	86	102	2018.516	1965	1550.504	171	69	67	63.542	229	80
BT_4514	fig|226186.12.peg.4598	AAO79619	hypothetical protein	2656.326	3398.667	3024	760	599	444	18	26	14	477	469.968	648	246	33	22	48	231	107
BT_4515	fig|226186.12.peg.4599	AAO79620	"Transcriptional regulator, Xre family"	4654.355	5881.033	3943.933	1034.317	904.697	639.508	0	25	29	222.682	111.508	208.498	25	13	3	77	178.161	12
BT_4516	fig|226186.12.peg.4600	AAO79621	hypothetical protein	7724.318	10077.401	7880.281	4508.683	4393.303	3622.492	84	81	70	1364.318	1389.451	1832.6	307	138	105	497	231.839	102
BT_4517	fig|226186.12.peg.4601	AAO79622	"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"	23138.138	25218.787	21108.011	16120	13850.047	16173	1615	1573	1424	14455.532	12136.06	12195.438	2064	1242	992	1575	3082	1401
BT_4518	fig|226186.12.peg.4602	AAO79623	"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"	5315.705	5703.383	5129.34	2679.716	2085.94	2642.224	46	87	34	1627.071	1624.02	1580.803	81	22	62	54	249	65
BT_4519	fig|226186.12.peg.4603	AAO79624	hypothetical protein	3623.991	3579.608	3656.304	1432.284	1151.013	1292.776	25	43	0	807.136	1006.973	1035.611	53	12	32	33	126	11
BT_4520	fig|226186.12.peg.4604	AAO79625	"Type I restriction-modification system, specificity subunit S"	1361.187	1584.327	1512.505	375	298	294	16	25	24	285.993	269	323.217	35	9	0	35	0	18
BT_4521	fig|226186.12.peg.4605	AAO79626	Site-specific tyrosine recombinase	38	46	38	5	11	10	0	8	0	10	4	7	10	0	0	22	9	0
BT_4522	fig|226186.12.peg.4606	AAO79627	"Type I restriction-modification system, specificity subunit S"	35	46	43	18	9	11	0	23	0	8	5	7	9	0	0	1	19	0
BT_4523	fig|226186.12.peg.4607	AAO79628	"Type I restriction-modification system, specificity subunit S"	396	349.97	420.229	267	168	259	10	20	0	105	98	112.406	13	0	13	9	27	9
BT_4524	fig|226186.12.peg.4608	AAO79629	"mobilizable transposon, tnpA protein"	17.093	11	15.272	0	2	2	0	0	0	2	6	4.594	0	0	0	0	0	0
BT_4525		AAO79630		1903	2306	1842	451	220	191	356	569	246	178	88	93	53	22	39	776	120	28
BT_4526	fig|226186.12.peg.4609	AAO79631	Ser/Thr protein phosphatase family protein	2073.219	2864.586	2122.539	787	505	588	185	161	200	1232	1008.999	910.9	466	72	111	1414.84	572.601	488
BT_4527		AAO79632		483.096	634.824	511.733	119	100	88	37	59	96.838	43.169	55.001	44.507	166.849	17	38	405.16	85.399	101
BT_4528	fig|226186.12.peg.4611	AAO79633	Phosphohydrolase (MutT/nudix family protein)	929.573	1056.59	911.728	318	223	244	81	119	85.162	225.831	195	204.593	217.151	40	75	323	69	41
BT_4529	fig|226186.12.peg.4612	AAO79634	"Transcriptional regulator, Xre family"	2099.672	2603.064	2070.465	2184.736	1620.59	1134	62	46	48	632.624	426.15	337.466	115.015	63	64	150.011	8.11	34.492
BT_4530	fig|226186.12.peg.4613	AAO79635	ATP-dependent DNA helicase RecG	10696.656	11933.793	10332.575	18114.608	13343.145	16281	2604	2765	2444	15400.139	12981.257	14821.437	3427.36	1073	723	1704.989	2789.89	1358.508
BT_4531	fig|226186.12.peg.4614	AAO79636	hypothetical protein	1900.214	2222.633	1796.847	1091	1118.265	829	56	112	63	613.86	901.404	871.141	331.625	157	91	297	113	125
BT_4532	fig|226186.12.peg.4615	AAO79637	hypothetical protein	388.998	585.696	410.999	276	341	256	26	37	11	163	165.872	244.1	147	29	21	103	41	57
BT_4533	fig|226186.12.peg.4616	AAO79638	hypothetical protein	2422	3247.332	2444.283	1612.146	1410.41	1281	171	202	258	586	690	719	303.779	32	70	725	199	123
BT_4534	fig|226186.12.peg.4617	AAO79639	hypothetical protein	4640	4677.04	4139.291	1079.854	680	702	76	60	34	522.246	292	390	49.225	10	0	242	105	122
BT_4535	fig|226186.12.peg.4618	AAO79640	"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"	18352.42	20715.021	18509.005	8749.647	7956	7093	270	433	378	5992.325	6316.167	6592.557	1090	310	420	959	809	500
BT_4536	fig|226186.12.peg.4619	AAO79641	Uncharacterized protein BT_4536	2365.05	2594.438	2397.811	849.353	869	650.084	17	32	19	413.688	525.312	646.193	112	32	0	99.594	67	59
BT_4537	fig|226186.12.peg.4620	AAO79642	hypothetical protein	7327.572	8262.043	7600.392	1547	1112	1054.916	59	64	45	1452.257	1825.521	1822.908	483.787	57	107	491.406	280	361
BT_4538	fig|226186.12.peg.4621	AAO79643	"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"	9855.959	10927.069	9523.474	4839	5024	5135	116	196	294	3314.074	4392.722	3980.567	332.213	89	97	221	312	253
BT_4539	fig|226186.12.peg.4622	AAO79644	Putative DNA-binding protein in cluster with Type I restriction-modification system	6018.42	6659.723	6596.104	2109	2102	1752	19	22	75	1428.5	1361.278	1748.976	59	53	10	16	177	2
BT_4540	fig|226186.12.peg.4623	AAO79645	"Type I restriction-modification system, specificity subunit S"	1506.81	1906.421	1608.372	328.542	291	274	23	33	69	248.807	182	252.213	29	31	0	76	39	18
BT_4541	fig|226186.12.peg.4624	AAO79646	hypothetical protein	606	859.018	573.002	71	92	40	0	18	8	119	75	90	69	5	0	108	53	11
BT_4542		AAO79647		2280.54	3703.953	2193.328	1897.459	1421	902	74	95	101	1690.368	847	859.584	29	1	0	580	96	19
BT_4543	fig|226186.12.peg.4625	AAO79648	"Type I restriction-modification system, specificity subunit S"	851.211	1090.172	741.06	121	76	93	16	34	16	104.325	78	89	18	11	0	155	85	12
BT_4544	fig|226186.12.peg.4626	AAO79649	Integrase	21	15	23	41	15	40	0	15	0	44	45	39	8	0	0	0	0	0
BT_4545		AAO79650		0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BT_4546	fig|226186.12.peg.4627	AAO79651	hypothetical protein	40.999	71.239	57.598	245.891	184.648	195.259	26	8	0	106.223	72.492	60.606	12	0	0	33	14	25
BT_4547	fig|226186.12.peg.4628	AAO79652	excisionase	65.001	80.761	61.402	269.109	164.352	240.741	6	14	0	77.777	91.508	72.394	4	0	0	4	32	0
BT_4548	fig|226186.12.peg.4629	AAO79653	putative protein involved in transposition	91	130	85	123	119	57	0	0	16	40	46	34	12	7	10	0	0	0
BT_4549	fig|226186.12.peg.4630	AAO79654	Integrase	28	29	26	15	11	13	13	32	10	10	10	22	9	0	0	9	19	14
BT_4550	fig|226186.12.peg.4631	AAO79655	Transposase	82	99	93	33	15	13	12	7	50	67	46	65	46	21	0	71	26	14
BT_4551	fig|226186.12.peg.4632	AAO79656	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE	11172.391	12689.202	11682.004	6487	5438	5422	377	223	248	5470.014	4927	4863	433	135	155	505	465	190
BT_4552	fig|226186.12.peg.4633	AAO79657	Two-component system sensor histidine kinase	4441	5441.518	5944.725	969.13	751	776	299	345	261	1436	1636	1574	762.42	281	242	624.14	350.503	303
BT_4553	fig|226186.12.peg.4634	AAO79658	Rrf2-linked NADH-flavin reductase	1827.543	2319.548	1670.886	10466.87	8126.372	10919	1420	1849	1369	23646.299	26637.15	23833.489	2152	483	478	1640.86	1209.497	802
BT_4554	fig|226186.12.peg.4635	AAO79659	Purine nucleoside phosphorylase (EC 2.4.2.1)	4554.352	6098	3869.046	4698	3344.492	4205	264	206	392	4056.25	3188	3347.136	135	129	89	113	127	79
BT_4555	fig|226186.12.peg.4636	AAO79660	UPF0365 protein YqfA	3925.418	4196.105	2993.577	5430.626	5551.564	5785.9	1100	1133.062	1312	3306.775	3859.857	3889.287	445.001	210.001	383	780.578	551	509
BT_4556	fig|226186.12.peg.4637	AAO79661	hypothetical protein	2563.68	2617.878	2330.124	2983.019	2728.924	3806.1	294	165.938	252	965.244	1211.347	1334.481	198.999	114.999	19	86.422	63.987	60
BT_4557	fig|226186.12.peg.4638	AAO79662	hypothetical protein	8797.204	10971.036	11538.295	10573.251	9459	8147	242	239	218	6674.085	6282.795	7491.102	1182	497	364	640	392.013	284
BT_4558	fig|226186.12.peg.4639	AAO79663	tRNA-(cytosine32)-2-thiocytidine synthetase TtcA	3280.677	3363.653	3442.122	1223	1006	847	65	113	4	2449.907	2960.722	2545.721	92.887	42	20	152	0	71
BT_4559	fig|226186.12.peg.4640	AAO79664	Uncharacterized membrane protein PA1577	252.323	328.001	244.878	108	79	80	29	23	0	62.093	95.278	50.279	3.113	5	7	13	2	17
BT_4560	fig|226186.12.peg.4641	AAO79665	FAD:protein FMN transferase (EC 2.7.1.180)	1603.522	1598.725	1626.73	540.031	445	494	0	13	34	614.387	530	647.011	33	19	10	36.099	26	16
BT_4561	fig|226186.12.peg.4642	AAO79666	Putative manganese efflux pump MntP	1179.93	1289.731	1290.605	363.143	379	344	5	19	0	254.088	187.755	273.593	11	0	0	4.901	33	1.076
BT_4562	fig|226186.12.peg.4643	AAO79667	hypothetical protein	2582.575	2644.22	2368.327	2027.826	1765.525	1396	36	67	81	2015.409	1975.665	2032.363	208	87	48	59	79	67.924
BT_4563		AAO79668		2035.665	2174.6	1939.109	1352.462	1029.121	651	21	29	4	602.893	378.392	564.489	14.407	0	2	55	14	17
BT_4564	fig|226186.12.peg.4644	AAO79669	"Glycosyl transferase, family 2"	4470.18	4648.512	3879.881	3970.623	4005.924	2832	32	138	48	2203.214	2104.517	2807.064	338.593	98	66	51	187	73
BT_4565	fig|226186.12.peg.4645	AAO79670	hypothetical protein	2310.951	2702.444	2824.348	901.915	833.43	704	0	21	0	416.078	451.261	747.661	53	47	5	37	34	10
BT_4566	fig|226186.12.peg.4647	AAO79671	Two-component system response regulator protein	100	99	86.89	52	36	21	8	12	43	22	17	21.907	34	0	0	24	8	0
BT_4567	fig|226186.12.peg.4648	AAO79672	putative two-component system sensor but no kinase domain	115.172	139	156.11	67	43	61	15	3	0	52	58	49.093	4	6	29	12	0	0
BT_4568	fig|226186.12.peg.4649	AAO79673	Putative TonB-dependent receptor	312.828	356.001	289	146	117	110	4	2	24	116.157	125	116	25	13	11	25	33	0
BT_4569	fig|226186.12.peg.4651	AAO79674	hypothetical protein	367	343.636	290	293	273	229	8	18	0	239.826	181	252.329	141	74	16	30	0	56
BT_4570		AAO79675		129.334	128.768	130.737	146	124	115	0	10	0	37.089	53.252	42.977	30	19	0	12	28	1
BT_4571	fig|226186.12.peg.4652	AAO79676	RNA polymerase ECF-type sigma factor	447.68	462.683	423.263	383	322	356	3	10	18	161.159	128.748	229.744	239	366	62	34	43	58
BT_4572	fig|226186.12.peg.4653	AAO79677	Enolase (EC 4.2.1.11)	79808.184	104994.263	70497.909	103279.243	87041.207	129645.153	1576	2380	2316	73086.859	89159.255	102306.38	1232	867	714	374	1198	1115
BT_4573	fig|226186.12.peg.4654	AAO79678	Pentapeptide repeat family protein	888.876	1067.525	781.989	682.538	449.796	544	32	31	13	666.418	377.256	512.387	41	0	0	58	127	36
